text;labels
terimakasihbanyaksudahmemberikanmasukanberhargabagiprojekkami;Terima kasih banyak, sudah memberikan masukan berharga bagi proyek kami.
hay,apakahbukusudahkudapatkankembalikandarimu;Hai, apakah buku sudah kudapatkan kembalikan dari mu?
bisakahkamumemberikansaranbagaimanamelakukanperjalananlebihekonomis;Bisakah kamu memberikan saran bagaimana melakukan perjalanan lebih ekonomis?
janganmencarilagibosankamugadipadatugasyangbelumselesai;Jangan mencari lagi, bosan kamu gadi pada tugasyang belum selesai.
haysebelumnyakamuterimakasihbanyakatasbantuanmu;Hai sebelumnya, kamu terima kasih banyak atas bantuanmu.
bisakahakumenggunakanmobilkamumalaminitukeluarkotadalamwaktucepat;Bisakah aku menggunakan mobil kamu malam ini untuk keluar kota dalam waktu cepat?
apakahkamusudahmenyimpandata-datapentingitu;Apakah kamu sudah menyimpan data-data penting itu?
terimakasihatasbantuandarimudalammenyelsaikanpekerjaanini;Terima kasih atas bantuan dari mu dalam menyelesaikan pekerjaan ini.
janganlupakembalikankunciapartemenkuketikakeluar;Jangan lupa kembalikan kunci apartemenku ketika keluar.
berapakahhargaterbaruuntuktiketpesawatkelasbisniskedestinationini;Berapa kah harga terbaru untuk tiket pesawat kelas bisnis ke destination ini?
apakahakumembutuhkanizindariamanuntukmengaksesruanganini;Apakah aku membutuhkan izin dariaman untuk mengakses ruangan ini?
haybisakahkamumembantukuhitungtotalbelanjaankuketikasaitudigrosiryangsedangdiskonbesar;Hai, bisakah kamu membantu ku hitung total belanjaan ku ketika itu di grosir yang sedang diskon besar?
terimakasihatasbantuanyamembawakankantongbelanjaankukeparkirandiarea;Terima kasih atas bantuannya membawakan kantong belanjaan ku ke parkir di area.
apaadakabarberitadalamkotakabundantersebutmembantunyadisampailainkali;Apa ada kabar berita dalam kotak abundan tersebut, membantu nya disampaikan lainkali.
jangankhawatirkamuperlubertahankarenaakumenjalankanproyekdenganniatyangkuat;Jangan khawatir, kamu perlu bertahan karena aku menjalankan proyek dengan niat yang kuat.
bisakahakumemintaandapatkeluaruntuksebentariniakusudahterlalumalamini;Bisakah aku minta and dapat keluar untuk sebentar ini, aku sudah terlalu malam ini.
apakahkamuakumengetahuitentangcaramenghapussemuaberitamasukdidalamkotakmasuk;Apakah kamu aku mengetahui tentang cara menghapus semua berita masuk di dalam kotak masuk?
haimaafakuakumenyelaapemikirankumupadaacaraanakulangtahunnyani;Hai, maaf aku aku menyela pemikiran ku pada acara ulang tahun ini.
jangantunggalkankupergiiniakumerasasedihdanberatberatkepalaku;Jangan tunggalkan aku pergi ini, aku merasa sedih dan berat-berat kepalaku.
apakahakumendapatkandiskonkhusussebagaipelangganloyalpenginapandihotelinitersebut;Apakah aku mendapatkan diskon khusus sebagai pelanggan loyal penginapan di hotel ini?
bisakahkamumenjelaskandenganlebihrincibagaimanaproseduriniharusdilakukan;Bisakah kamu menjelaskan dengan lebih rinci bagaimana prosedur ini harus dilakukan?
maafakumeregangakanpelanggaranlaluliartidisepanjangjalanini;Maaf aku meregangkan pelanggaran lalu lintas di sepanjang jalan ini.
janganlepaskanpegangantanganakbisakitaanteritamufrekuensikambalidiini;Jangan lepaskan pegangan tangan anak, bisaku ta nteritamu frekuensi kembali di ini.
apakahkamumengenalurusbuskesekolahsepertiapagenerasisudahmenggunakannya;Apakah kamu mengenal rute bus kesekolah seperti apa generasi sudah menggunakannya?
terimakasihatasbantuanmumembawakankuuntukmemasanglampudiruanganku;Terima kasih atas bantuannya membawaku untuk memasang lampu di ruanganku.
apakahbukusudahdikembalikanketempatnyadiperpusatasebentarlagi;Apakah buku sudah dikembalikan ke tempatnya di perpusata sebentar lagi?
haiapakabarapakahkamucukupsibukdandapatberjumpadisatuacara;Hai, apa kabar? Apakah kamu cukup sibuk dan dapat berjumpa di satu acara?
apakahkamumemberikanpendapatpribaditentangmakanmalamyangterbaikdikota;Apakah kamu memberikan pendapat pribadi tentang makan malam yang terbaik di kota?
tolongberikanpadakukodetuntukmasukkedalamwifiini;Tolong berikan pada kuode untuk masuk ke dalam Wi-Fi ini.
apakahbukuterdapatdiapustertentudiperpusatasebentarlagi;Apakah buku terdapat di apustertentu di perpustakaan sebentar lagi?
selamatpagikawanteman-teman,apakabarkalianhariini;Selamat pagi kawan-teman, apa kabar kalian hari ini?
mintamaafakupalingtelattugasrumahinikarenakebanjir;Mintamaaf aku paling telat tugas rumah ini karena kebanjir.
bisakahkamumemberikansarantempatmakanterbaikdiarea;Bisakah kamu memberikan saran tempat makan terbaik di area ini?
hayakamusebagaitemankamupastiterlibatdalamprojekini;Hai kamu sebagaitemankamupasti terlibat dalam projek ini.
janganlupamenyimpankunciapartemenyadiamandumurun;Jangan lupa menyimpan kunci apartemen kamu di amandumurun.
terimakasihbanyakataswaktudanperhatianmupadasayaini;Terima kasih banyak atas waktu dan perhatianmu pada saya ini.
apakahadabukusebagaireferensidalampekerjaanyangkamuikerjakan;Apakah ada buku sebagai referensi dalam pekerjaan yang kamu kerjakan?
mintabantuanmudalammenyesuaikankonfigurasiakunemailku;Mintabantuanmu dalam menyesuaikan konfigurasi akun emailku.
jangancemasmalambeginiselalumuridkelasini;Jangan cemas, malam begini selalu murid kelas ini.
apakahbukukamuterbarudiposelalukumenginginkanuntukmembacanya;Apakah buku kamu terbaru di poselalu ku ingin untuk membacanya.
bisakahkamuajakakumakanmalaminiakumenginginkansushiyanglezat;Bisakah kamu ajak aku makan malam ini?Aku menginginkan sushi yang lezat.
haysebelumnyaapakahkamutahutentangperubahanjadwalpertemuanini;Hai sebelumnya, apakah kamu tahu tentang perubahan jadwal pertemuan ini?
jangantanyakanhalterlalutentangkehidupanpribadiku;Jangan tanyakan hal terlalu tentang kehidupan pribadiku.
apakahbukutentangsejarahmundudikatalogini;Apakah buku tentang sejarah dunia di katalog ini?
mintabantuanmuuntukmemahamkansaatwaktupenerbanganku;Mintabantuanmu untuk memahamkan saat waktu penerbanganku.
maafakuakutidakbisamenghadiriundangankamupestadimalamini;Maaf aku tidak bisa menghadiri undangan kamu pesta di malam ini.
apakahkamubisamemperbaharuidanmeningkatkanperangkatlunakkamu;Apakah kamu bisa memperbaharui dan meningkatkan perangkat lunak kamu?
mintainformasihasilujianterbarudarigurumatematikakami;Mintainformasi hasil ujian terbaru dari guru matematika kami.
pagiinikuharustidurcepatagarbanguntidaktelat;Pagi ini, aku harus tidur cepat agar bangun tidak telat.
bagaimanacarapemesananmakananuntukdibawapulang;Bagaimana cara pemesanan makanan untuk dibawa pulang?
apakahkamuakanmenghadiriperayaankeluargakamubesarini;Apakah kamu akan menghadiri perayaan keluarga kamu besar ini?
maafakusedangdalamperjalananbisakamuungkaphpluntuksementara;Maaf, aku sedang dalam perjalanan, bisakah kamu tunggu HP-ku untuk sementara?
haykamuadapetinggalantempatparkirdimanaakuadaterlambat;Hai, kamu ada tinggalan tempat parkir di mana aku ada terlambat.
bisakahakumemintainformasitentangjadwalmatakuliahsemesterini;Bisakah aku minta informasi tentang jadwal mata kuliah semester ini?
apakahkamumengertiinstruksipemasangankameraini;Apakah kamu mengerti instruksi pemasangan kamera ini?
terimakasihbanyakakukumintabantuanmulihatakanservismobilsayadiworkshop;Terima kasih banyak, aku ku minta bantuanmu lihat akan servis mobil saya di workshop.
jangankhawatirakusudahmembayartagihaninielektrikdanair;Jangan khawatir, aku sudah membayar tagihan ini, listrik dan air.
bisakahkamumembantusayamencarikantempatmakanterdekatyangbukadisini;Bisakah kamu membantu saya mencari tempat makan terdekat yang buka di sini?
apakahkamumauikutkesekolahsuntingandokumentasiharinitentangpemanasanungkaplanet;Apakah kamu mau ikutke sekolah? Suntingan dokumentasi hari ini tentang pemanasan global planet.
maafapakahkamuadapertukaranuangkeusdterbaruhariini;Maaf, apakah kamu ada pertukaran uang ke USD terbaru hari ini?
hayapakahakumemintahargasayarekeningteleponmu;Hai, apakah aku bisa minta harga saya rekening teleponmu?
apakahkamumaukemariuntukmenontonpertandingansepakbolaakhirpekanini;Apakah kamu mau kemari untuk menonton pertandingan sepakbola akhir pekan ini?
bisakahkamuajakakukemalliniakuakanmembutuhkanbeberapabarang;Bisakah kamu ajak aku ke mall ini? Aku akan membutuhkan beberapa barang.
maafakumintaizinuntukmenggantijadwalpertemuanini;Maaf, aku minta izin untuk mengganti jadwal pertemuan ini.
hayapakahbukusudahakumintakembalikankemilikeperpusatanegara;Hai, apakah buku sudah aku minta kembalikan ke perpustakaan negara?
bisakahkamumemintasalindenganakudisementaraorangtuaakumembeliobat;Bisakah kamu minta salin dengan aku sementara orang tua aku membeli obat?
apakahkamuadahindaripadagempasbumitertakutmingguinisayaditv;Apakah kamu ada hindari dari gempa bumi tertakut minggu ini saya di TV.
terimakasihbanyakakumemintapanduanperjalananmusebentarlagi;Terima kasih banyak, aku minta panduan perjalananmu sebentar lagi.
apanyausahaankamuseharusmengajukansuratpermohonanizinusaha;Apa yang usahaan kamu seharusnya mengajukan surat permohonan izin usaha.
beritainiterkaitdengankemajuanpenelitiandalamteknologipenyimpanandata;Berita ini terkait dengan kemajuan penelitian dalam teknologi penyimpanan data.
tanyakanpadagurudapatkahakumendapatkanbantuanlebihlanjutuntuktugasini;Tanyakan pada guru, dapatkah aku mendapatkan bantuan lebih lanjut untuk tugas ini?
apakahbukubundadisudahkubacaapakahbisaakukembalikankepadamu;Apakah buku bunda di sudah kubaca, apakah bisa aku kembalikan kepadamu?
beritapopulerharianiniberkaitandenganpenemuanobatbarupadapenyakitlangka;Berita populer harian ini berkaitan dengan penemuan obat baru pada penyakit langka.
tanyakankepadasopirtaxibisakahkamumengantarikemalini;Tanyakan pada sopir taksi, bisakah kamu mengantarku ke mal ini?
beritaterkinikabarnyabanyakberedarperihalpenghargaanterhadapguruterbaik;Berita terkini kabarnya banyak beredar perihal penghargaan terhadap guru terbaik.
apakahkamubisamenyediakanreferensibukuyangbaguskamu;Apakah kamu bisa menyediakan referensi buku yang bagus kamu?
tanyakankepadaibumucaracarakeperluankumendapatkanbeasiswa;Tanyakan kepada ibumu, cara-cara keperluan ku mendapatkan beasiswa?
beritaterkinidiliputsecaraekstensiftentangdampakperubahaniklimatikglobal;Berita terkini diliput secara ekstensif tentang dampak perubahan iklim global.
bisakahkamumemberikankurekomendasitempatmakanterbaikdiwilayahini;Bisakah kamu memberikan rekomendasi tempat makan terbaik di wilayah ini?
tanyakanpadakawannikabarapakahkamuterlibatkandalamacarasekarang;Tanyakan pada teman, kabar apa kamu terlibat dalam acara sekarang?
apakahkamumelihatbukuterbarudaripenuliskembarafavoritmu;Apakah kamu melihat buku terbaru dari penulis kembara favoritmu?
beritapentingdiputardisekitarkeberhasilandalamupayapenanggulanganpandemi;Berita penting diputar di sekitar keberhasilan dalam upaya penanggulangan pandemi.
tanyakanpadadokterapakahakuharusmengonsumsisuplemenuntukkesehatanku;Tanyakan pada dokter, apakah aku harus mengonsumsi suplemen untuk kesehatanku?
beritaterkinimengenaitrendfashionterbaruadalahpakaianberwarnapastel;Berita terkini mengenai tren fashion terbaru adalah pakaian berwarna pastel.
apakahkamudapatmembantukumenguruspermohonanpemindahanjabatankantor;Apakah kamu dapat membantu ku mengurus permohonan pemindahan jabatan kantor?
tanyakanpadasopirbispakahkamumelihatsebuahlaptopyangditinggalkan;Tanyakan pada sopir bis, apakah kamu melihat sebuah laptop yang ditinggalkan?
beritapopulermerupakantentangpenjualanmobiltertinggiditahunini;Berita populer merupakan tentang penjualan mobil tertinggi di tahun ini.
apakahkamumengenalkunamadalamobrolanonlinekamuharikamis;Apakah kamu mengenalku nama dalam obrolan online kamu hari kamis?
bisakahakumemintabantuanmumenggantikankampasremantotalanbulankemarin;Bisakah aku meminta bantuanmu menggantikan kampas reman totalan bulan kemarin?
apakahbukusudahdikembalikanketempatnyadipustakasekianlama;Apakah buku sudah dikembalikan ke tempatnya di pustaka sekian lama?
terimakasihbanyakkamuajaksayakepertemuanbulaninikamusangatberguna;Terima kasih banyak, kamu ajak saya ke pertemuan bulan ini, kamu sangat berguna.
hayapakahkamupergibankkantortanpaributibertemudiruangrapatini;Hai, apakah kamu pergi bank kantor tanpa ribut untuk bertemu di ruang rapat ini?
bolehkahakumemintacarahitungnilaiakhirsemesterdalammatakuliahtersebut;Bolehkah aku meminta cara hitung nilai akhir semester dalam mata kuliah tersebut?
apakahkamuakanmengantarkumenujubandaraterdekatsekaliini;Apakah kamu akan mengantarku menuju bandara terdekat sekali ini?
mintaampunapakamugakbisamempercepatpekerjaankuatokoinisampaijam12;Minta maaf, aku gak bisa mempercepat pekerjaan ku toko ini sampai jam 12.
bisakahkamumembantukumenggantikansoketlampulakisebelumwaktuisipulandimulai;Bisakah kamu membantu ku menggantikan soket lampu laki sebelum waktu isi pulang dimulai?
apakahkamuakanhadirkeacarakelulusansekolahkamuhariinimalem;Apakah kamu akan hadir ke acara kelulusan sekolah kamu hari ini malam?
terimakasihakubangetatasbantuanyadankeberadaanmudalamhidupku;Terima kasih aku banget atas bantuan dan keberadaanmu dalam hidupku.
jangantinggalkanakudisebuahacarayangtidakakutahuakanbertemuakanada;Jangan tinggalkan aku di sebuah acara yang tidak aku tahu akan bertemu ada.
apakahkamuakandatangkepestaulangtahunkamuharikamisatuterakhir;Apakah kamu akan datang ke pesta ulang tahun kamu hari kamis satu terakhir?
bisakahkamumemberikankuinstruksipendekcaramembuatmakananini;Bisakah kamu memberikan instruksi pendek cara membuat makanan ini?
mintamaafakukurangsependapatdenganpandanganmumengenaikasusini;Mintamaaf aku kurang sependapat dengan pandanganmu mengenai kasus ini.
apakahkamumaukeacaradanmakanmalambersamaakudiakonrestorantfavorit;Apakah kamu mau ke acara dan makan malam bersama aku di akon restoran favorit?
terimakasihbanyakuntukwaktukamudandalammenjawabpertanyaankukemarin;Terima kasih banyak untuk waktu kamu dan dalam menjawab pertanyaanku kemarin.
janganlupamenyimpanstrukturbangunantersebutdiarsipsetelahselesaitugasini;Jangan lupa menyimpan struktur bangunan tersebut di arsip setelah selesai tugas ini.
hay,apakahkauinginkanterlihatsebuahfilmbersamakuakhirpekanini;Hai, apakah kau ingin terlihat sebuah film bersama aku akhir pekan ini?
bisakahakumemintadetailprosespengembangankodeprogramtersebut;Bisakah aku meminta detail proses pengembangan kode program tersebut?
apakahkamuakanmengirimkantugasakuhariinikepadakuuntukdicek;Apakah kamu akan mengirimkan tugas aku hari ini kepadaku untuk dicek?
selamatharikamukapanmengadakanpestaulangtahunkamubesar;Selamat hari kamu kapan mengadakan pesta ulang tahun kamu besar?
bisakahakumintasaransingkatdarimuuntukperjalananakhirpekanini;Bisakah aku minta saran singkat darimu untuk perjalanan akhir pekan ini?
apakahkamumemilikijadwalkonsermusikterbarudalamkalenderkamuhariini;Apakah kamu memiliki jadwal konser musik terbaru dalam kalender kamu hari ini?
maafakuakanterlambatapakahkamumengantarkukekantor;Maaf aku akan terlambat, apakah kamu mengantarku ke kantor?
adakahberitaterkaitpembaruanaplikasikamuyangakansegeradiluncurkan;Adakah berita terkait pembaruan aplikasi kamu yang akan segera diluncurkan?
bisakahkamumengajarkankuhal-haldasarbelajarmatematika;Bisakah kamu mengajarkanku hal-hal dasar belajar matematika?
terimakasihatasbantuankumencarikotakpenyimpananini;Terima kasih atas bantuanku mencari kotak penyimpanan ini.
hayapakahkamuakumengetahuitentangresepdarikuecoklatini;Hai, apakah kamu aku mengetahui tentang resep dari kue coklat ini?
apakahkamumengajarkankuketerampilanbahasaasingrasisepertiilmukomputer;Apakah kamu mengajarkanku keterampilan bahasa asing rasis seperti ilmu komputer?
bisakahakumemintapendapatmubagaimanacarapenyajianmakanmalamyangmenarik;Bisakah aku minta pendapatmu bagaimana cara penyajian makan malam yang menarik?
janganlupamengaturjamsantanitasbelumnyasudahsangatkotor;Jangan lupa mengatur jam santanita belumnya sudah sangat kotor.
apakahkamumencaritempatparkirdimallini;Apakah kamu mencari tempat parkir di mall ini?
terimakasihatasucapanulangtahunkamuyangindahdanpenuhkasih;Terima kasih atas ucapan ulang tahun kamu yang indah dan penuh kasih.
hay,apakahkamuakanturutsertakeacaraperayaanmasyarakatini;Hai, apakah kamu akan turut serta ke acara perayaan masyarakat ini?
bisakahakumintaandapatmembantukudalammemilihwarnacatrumah;Bisakah aku minta bantuanmu dalam memilih warna cat rumah?
maafapakahbukusudahkukembalikankeperpusatasebentarlagi;Maaf, apakah buku sudah aku kembalikan ke perpustakaan sebentar lagi?
apakahakumemilikiwaktuyangcukuptukbekerjakerasdalamproyekini;Apakah aku memiliki waktu yang cukup untuk bekerja keras dalam proyek ini?
haysebelumnyaterimakasihbanyakataskasihmuuntukkamisemua;Hai sebelumnya, terima kasih banyak atas kasihmu untuk kami semua.
bisakahkamumemberikankuinformasitentangjadwalpenerbangantujuanini;Bisakah kamu memberikan informasi tentang jadwal penerbangan tujuan ini?
maafakumintadarikamubenarbagaimanacaramenggunakansosialmediaini;Maaf aku minta darimu, benar bagaimana cara menggunakan sosial media ini?
dengankarirnyayangberkembangpesat,akudapathasilkandirimerupakanpencapaiantinggi;Dengan karirnya yang berkembang pesat, aku dapat hasilkan diri merupakan pencapaian tinggi.
bisakahakumintaulangwaktuterakhirkamubertemudengandiasemalam;Bisakah aku minta ulang waktu terakhir kamu bertemu dengan dia semalam?
tanyakanpadabagianpendidikanuntukmendapatkanketeranganlebihlanjut;Tanyakan pada bagian pendidikan untuk mendapatkan keterangan lebih lanjut.
beritainipalingbanyakdibicarakantentangperubahaniklimdansampahplastik;Berita ini paling banyak dibicarakan tentang perubahan iklim dan sampah plastik.
maafakumelihathantucamatitikkedanakandiseluruhmejaini;Maaf, aku melihat hantu cama titik kedanakan di seluruh meja ini.
bisakahkamumemberikankupetunjukarahuntukmenemukanrumahsakitini;Bisakah kamu memberikan petunjuk arah untuk menemukan rumah sakit ini?
